Education,Marital_Status,Income,Recency,NumWebVisitsMonth,Complain,Response,Age,Children,TotalSpending,NumOfTransactions,NumOfAcceptedCmp,CVR,AgeGroup,IncomeGroup,SpendingGroup,TransactionGroup
D3,Menikah,22212000.0,49,6,0,0,47,1,69000,8,0,0.0,41-50,20M-30M,0-0.5M,0-10
S2,Bertunangan,23661000.0,46,7,0,0,40,1,23000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Lajang,79761000.0,32,3,0,0,64,1,605000,19,0,0.0,61-70,70M-80M,0.5M-1M,10-20
S1,Lajang,7500000.0,54,7,0,0,49,1,57000,11,0,0.0,41-50,0M-10M,0-0.5M,10-20
S1,Janda,73455000.0,98,3,0,0,54,0,2088000,22,1,0.0,51-60,70M-80M,2M-2.5M,20-30
S1,Bertunangan,64961000.0,97,3,0,0,64,1,1009000,16,0,0.0,61-70,60M-70M,1M-1.5M,10-20
S1,Lajang,22804000.0,75,9,0,0,51,1,26000,5,0,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Menikah,73687000.0,8,2,0,1,32,0,1627000,22,1,0.5,31-40,70M-80M,1.5M-2M,20-30
S1,Menikah,61074000.0,37,7,0,0,64,1,1102000,31,0,0.0,61-70,60M-70M,1M-1.5M,30-40
S3,Menikah,31686000.0,31,6,0,0,58,2,17000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,80134000.0,40,6,0,1,50,1,1690000,16,3,0.16666666666666666,41-50,80M-90M,1.5M-2M,10-20
S1,Menikah,75027000.0,74,5,0,0,69,1,1390000,21,0,0.0,61-70,70M-80M,1M-1.5M,20-30
S3,Menikah,67546000.0,90,3,0,0,34,0,2126000,20,0,0.0,31-40,60M-70M,2M-2.5M,10-20
S2,Bertunangan,65176000.0,57,6,0,0,53,1,1531000,25,0,0.0,51-60,60M-70M,1.5M-2M,20-30
S2,Lajang,31160000.0,59,8,0,0,47,1,64000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,29938000.0,52,6,0,0,37,1,26000,6,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Cerai,102692000.0,5,2,0,1,48,0,1112000,29,4,0.5,41-50,>100M,1M-1.5M,20-30
D3,Bertunangan,26490000.0,92,6,0,0,64,0,210000,11,0,0.0,61-70,20M-30M,0-0.5M,10-20
S1,Bertunangan,75702000.0,77,8,0,0,55,2,1148000,26,0,0.0,51-60,70M-80M,1M-1.5M,20-30
S3,Lajang,30899000.0,35,6,0,0,48,1,33000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Bertunangan,63342000.0,48,6,0,0,61,1,1101000,19,1,0.0,61-70,60M-70M,1M-1.5M,10-20
S1,Lajang,45989000.0,97,3,0,0,58,1,322000,16,0,0.0,51-60,40M-50M,0-0.5M,10-20
S1,Lajang,18701000.0,95,5,0,0,58,2,44000,10,0,0.0,51-60,10M-20M,0-0.5M,0-10
S3,Lajang,40737000.0,24,8,0,0,65,3,17000,4,0,0.0,61-70,40M-50M,0-0.5M,0-10
S1,Cerai,15287000.0,60,7,0,1,43,1,31000,6,1,0.14285714285714285,41-50,10M-20M,0-0.5M,0-10
S3,Cerai,69674000.0,46,5,0,0,54,2,845000,25,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S2,Menikah,44159000.0,85,5,0,0,52,1,275000,15,0,0.0,51-60,40M-50M,0-0.5M,10-20
S3,Menikah,37717000.0,31,9,0,0,44,1,25000,4,0,0.0,41-50,30M-40M,0-0.5M,0-10
S2,Bertunangan,43776000.0,9,8,0,1,70,2,275000,17,0,0.125,61-70,40M-50M,0-0.5M,10-20
S2,Menikah,38179000.0,30,7,0,0,56,2,90000,11,0,0.0,51-60,30M-40M,0-0.5M,10-20
S1,Menikah,80124000.0,47,1,0,0,59,0,1495000,19,1,0.0,51-60,80M-90M,1M-1.5M,10-20
S3,Menikah,38097000.0,70,7,0,1,52,2,184000,11,1,0.14285714285714285,51-60,30M-40M,0-0.5M,10-20
S1,Menikah,72940000.0,13,1,0,0,52,0,981000,13,0,0.0,51-60,70M-80M,0.5M-1M,10-20
S1,Bertunangan,22070000.0,11,6,0,0,52,1,67000,8,0,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Lajang,69267000.0,31,7,0,1,69,0,1635000,14,0,0.14285714285714285,61-70,60M-70M,1.5M-2M,10-20
S2,Lajang,31788000.0,15,5,1,0,39,1,60000,10,0,0.0,31-40,30M-40M,0-0.5M,0-10
S3,Bertunangan,61905000.0,2,5,0,0,47,1,231000,12,0,0.0,41-50,60M-70M,0-0.5M,10-20
S1,Menikah,29315000.0,55,6,0,0,62,2,48000,10,0,0.0,61-70,20M-30M,0-0.5M,0-10
S1,Cerai,33378000.0,38,7,0,0,59,2,99000,9,0,0.0,51-60,30M-40M,0-0.5M,0-10
S3,Bertunangan,66313000.0,86,4,0,0,59,1,770000,23,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S1,Lajang,60714000.0,56,5,0,1,66,0,957000,23,0,0.2,61-70,60M-70M,0.5M-1M,20-30
S2,Bertunangan,77882000.0,29,1,0,0,41,0,818000,12,0,0.0,41-50,70M-80M,0.5M-1M,10-20
S3,Lajang,69867000.0,30,1,0,1,36,0,925000,17,1,1.0,31-40,60M-70M,0.5M-1M,10-20
S2,Cerai,63841000.0,64,6,0,0,54,1,908000,22,0,0.0,51-60,60M-70M,0.5M-1M,20-30
SMA,Menikah,24480000.0,46,7,0,0,41,1,102000,10,0,0.0,41-50,20M-30M,0-0.5M,0-10
S3,Bertunangan,65640000.0,74,2,0,0,48,1,461000,15,0,0.0,41-50,60M-70M,0-0.5M,10-20
S2,Menikah,44319000.0,18,5,0,0,47,2,37000,7,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Menikah,30631000.0,75,7,0,0,48,1,70000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Bertunangan,75278000.0,17,3,0,0,70,0,930000,23,0,0.0,61-70,70M-80M,0.5M-1M,20-30
S2,Bertunangan,50898000.0,88,5,0,0,66,2,859000,33,0,0.0,61-70,50M-60M,0.5M-1M,30-40
S1,Janda,79946000.0,19,3,0,0,56,0,1478000,22,0,0.0,51-60,70M-80M,1M-1.5M,20-30
S2,Cerai,35416000.0,62,8,0,0,73,0,390000,16,0,0.0,71-80,30M-40M,0-0.5M,10-20
D3,Bertunangan,32414000.0,11,7,0,0,38,0,52000,5,1,0.0,31-40,30M-40M,0-0.5M,0-10
S1,Bertunangan,38361000.0,74,7,0,0,53,1,137000,10,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,82497000.0,32,4,0,0,42,0,1919000,19,1,0.0,41-50,80M-90M,1.5M-2M,10-20
S1,Bertunangan,16626000.0,76,9,0,0,51,2,68000,9,0,0.0,51-60,10M-20M,0-0.5M,0-10
S1,Bertunangan,29672000.0,6,6,0,0,57,2,25000,4,0,0.0,51-60,20M-30M,0-0.5M,0-10
S2,Bertunangan,55951000.0,62,8,0,0,70,1,1374000,23,2,0.0,61-70,50M-60M,1M-1.5M,20-30
D3,Cerai,35388000.0,20,7,0,0,34,1,32000,5,0,0.0,31-40,30M-40M,0-0.5M,0-10
S2,Bertunangan,42386000.0,43,8,0,0,36,1,100000,7,0,0.0,31-40,40M-50M,0-0.5M,0-10
S1,Lajang,68627000.0,45,1,0,0,40,0,825000,12,0,0.0,31-40,60M-70M,0.5M-1M,10-20
S3,Cerai,57912000.0,34,5,0,0,57,1,916000,28,1,0.0,51-60,50M-60M,0.5M-1M,20-30
S1,Cerai,35246000.0,53,5,0,0,64,2,62000,11,0,0.0,61-70,30M-40M,0-0.5M,10-20
D3,Bertunangan,58821000.0,44,6,0,0,66,1,728000,21,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S3,Menikah,46377000.0,89,4,0,0,44,1,90000,7,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Lajang,39747000.0,43,8,0,0,34,1,273000,13,0,0.0,31-40,30M-40M,0-0.5M,10-20
S1,Bertunangan,23976000.0,68,7,0,0,38,1,66000,10,0,0.0,31-40,20M-30M,0-0.5M,0-10
S2,Menikah,80950000.0,44,2,0,0,61,0,1213000,23,1,0.0,61-70,80M-90M,1M-1.5M,20-30
S1,Janda,27038000.0,64,9,0,1,56,0,107000,7,0,0.1111111111111111,51-60,20M-30M,0-0.5M,0-10
S1,Lajang,77457000.0,85,1,0,0,75,0,1157000,18,1,0.0,71-80,70M-80M,1M-1.5M,10-20
S2,Menikah,64100000.0,93,7,0,0,58,1,546000,18,1,0.0,51-60,60M-70M,0.5M-1M,10-20
S2,Bertunangan,42670000.0,12,4,0,0,30,0,241000,11,0,0.0,20-30,40M-50M,0-0.5M,10-20
S1,Cerai,12571000.0,86,6,0,0,46,1,53000,11,0,0.0,41-50,10M-20M,0-0.5M,10-20
S1,Menikah,22574000.0,28,7,0,0,55,3,37000,7,0,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Menikah,51381500.0,69,3,0,0,33,0,1611000,24,2,0.0,31-40,50M-60M,1.5M-2M,20-30
S2,Lajang,70893000.0,42,3,0,0,46,0,1508000,23,0,0.0,41-50,70M-80M,1.5M-2M,20-30
S1,Menikah,54198000.0,13,4,0,0,56,2,235000,16,0,0.0,51-60,50M-60M,0-0.5M,10-20
S2,Bertunangan,28839000.0,86,5,0,0,66,2,32000,7,0,0.0,61-70,20M-30M,0-0.5M,0-10
S1,Menikah,40321000.0,59,7,0,0,50,2,102000,8,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Lajang,66503000.0,30,3,0,0,37,1,401000,15,0,0.0,31-40,60M-70M,0-0.5M,10-20
S1,Menikah,30833000.0,33,5,0,0,71,2,28000,6,0,0.0,71-80,30M-40M,0-0.5M,0-10
S1,Lajang,51381500.0,67,7,0,0,52,3,1052000,21,2,0.0,51-60,50M-60M,1M-1.5M,20-30
S1,Menikah,64795000.0,23,2,0,0,51,1,680000,21,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S1,Menikah,34421000.0,81,7,0,0,48,1,30000,4,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Cerai,47025000.0,6,7,0,0,57,2,20000,4,0,0.0,51-60,40M-50M,0-0.5M,0-10
S3,Cerai,64325000.0,41,7,0,0,61,1,1307000,23,0,0.0,61-70,60M-70M,1M-1.5M,20-30
S1,Lajang,40464000.0,78,8,0,0,69,1,630000,24,0,0.0,61-70,40M-50M,0.5M-1M,20-30
S1,Menikah,62187000.0,49,3,0,0,65,0,1283000,18,0,0.0,61-70,60M-70M,1M-1.5M,10-20
S3,Cerai,14849000.0,39,8,0,0,46,1,65000,9,0,0.0,41-50,10M-20M,0-0.5M,0-10
S1,Menikah,27255000.0,3,7,0,0,38,1,37000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Menikah,54432000.0,37,4,0,0,72,3,38000,5,0,0.0,71-80,50M-60M,0-0.5M,0-10
S3,Lajang,29999000.0,22,8,0,0,36,1,160000,12,0,0.0,31-40,20M-30M,0-0.5M,10-20
S1,Lajang,24072000.0,79,8,0,0,39,1,23000,4,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Lajang,33996000.0,46,4,0,0,33,0,71000,6,0,0.0,31-40,30M-40M,0-0.5M,0-10
S3,Menikah,66334000.0,82,5,0,1,66,1,1161000,19,0,0.2,61-70,60M-70M,1M-1.5M,10-20
S2,Menikah,35178000.0,10,7,0,1,51,1,59000,5,1,0.14285714285714285,51-60,30M-40M,0-0.5M,0-10
S1,Bertunangan,22010000.0,51,8,0,0,39,1,33000,7,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Cerai,62204000.0,38,3,0,0,62,2,946000,22,0,0.0,61-70,60M-70M,0.5M-1M,20-30
S1,Cerai,75693000.0,10,4,0,1,54,0,1442000,22,3,0.25,51-60,70M-80M,1M-1.5M,20-30
S1,Menikah,30675000.0,14,8,0,0,50,1,62000,5,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Bertunangan,83003000.0,18,3,0,1,57,0,1674000,22,1,0.3333333333333333,51-60,80M-90M,1.5M-2M,20-30
S1,Lajang,68655000.0,95,3,0,0,34,0,1538000,21,0,0.0,31-40,60M-70M,1.5M-2M,20-30
S1,Cerai,41411000.0,11,6,0,0,36,0,139000,8,0,0.0,31-40,40M-50M,0-0.5M,0-10
S3,Menikah,55212000.0,65,8,0,0,53,1,1182000,20,2,0.0,51-60,50M-60M,1M-1.5M,10-20
S3,Bertunangan,59292000.0,71,3,0,0,72,1,507000,18,0,0.0,71-80,50M-60M,0.5M-1M,10-20
SMA,Bertunangan,27190000.0,13,8,0,1,49,1,18000,4,1,0.125,41-50,20M-30M,0-0.5M,0-10
S1,Cerai,82623000.0,58,1,0,0,70,0,940000,16,0,0.0,61-70,80M-90M,0.5M-1M,10-20
S1,Menikah,44300000.0,65,6,0,0,57,2,42000,6,0,0.0,51-60,40M-50M,0-0.5M,0-10
S1,Cerai,84835000.0,0,1,0,1,52,0,1190000,15,0,1.0,51-60,80M-90M,1M-1.5M,10-20
S1,Janda,30372000.0,33,7,0,0,51,2,44000,8,0,0.0,51-60,30M-40M,0-0.5M,0-10
S2,Menikah,33181000.0,90,6,0,0,46,1,16000,4,1,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Menikah,71113000.0,95,4,0,0,65,1,835000,26,0,0.0,61-70,70M-80M,0.5M-1M,20-30
S1,Menikah,71952000.0,93,4,0,0,36,1,1443000,22,2,0.0,31-40,70M-80M,1M-1.5M,20-30
S3,Lajang,69759000.0,38,3,0,1,56,0,1029000,18,0,0.3333333333333333,51-60,60M-70M,1M-1.5M,10-20
S1,Menikah,72099000.0,18,1,0,0,48,0,1188000,18,0,0.0,41-50,70M-80M,1M-1.5M,10-20
S3,Lajang,60000000.0,57,6,0,0,46,1,1277000,24,0,0.0,41-50,50M-60M,1M-1.5M,20-30
S1,Lajang,38643000.0,45,7,1,0,44,2,49000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Menikah,50737000.0,61,6,0,0,67,1,99000,7,1,0.0,61-70,50M-60M,0-0.5M,0-10
S3,Menikah,68462000.0,6,1,0,0,53,0,1670000,15,0,0.0,51-60,60M-70M,1.5M-2M,10-20
S2,Menikah,65073000.0,65,2,1,0,79,0,900000,14,0,0.0,71-80,60M-70M,0.5M-1M,10-20
S3,Bertunangan,46681000.0,52,5,0,0,74,2,425000,16,0,0.0,71-80,40M-50M,0-0.5M,10-20
S1,Menikah,78618000.0,87,2,0,0,65,0,2153000,22,1,0.0,61-70,70M-80M,2M-2.5M,20-30
S3,Janda,62187000.0,38,4,0,0,53,1,636000,21,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S1,Menikah,28442000.0,53,4,0,0,44,2,57000,10,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Menikah,51479000.0,67,7,0,0,55,2,494000,22,0,0.0,51-60,50M-60M,0-0.5M,20-30
S1,Lajang,54803000.0,65,4,0,0,53,1,693000,19,0,0.0,51-60,50M-60M,0.5M-1M,10-20
S1,Menikah,79530000.0,64,2,0,0,62,0,1348000,26,0,0.0,61-70,70M-80M,1M-1.5M,20-30
S1,Cerai,31615000.0,82,7,0,0,46,1,51000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Bertunangan,72025000.0,27,3,0,0,60,0,1932000,16,0,0.0,51-60,70M-80M,1.5M-2M,10-20
S3,Lajang,52614000.0,63,8,0,0,47,1,990000,16,0,0.0,41-50,50M-60M,0.5M-1M,10-20
D3,Menikah,35684000.0,66,6,0,0,38,1,30000,5,0,0.0,31-40,30M-40M,0-0.5M,0-10
S1,Menikah,48178000.0,69,8,0,0,47,2,254000,16,0,0.0,41-50,40M-50M,0-0.5M,10-20
S2,Lajang,29548000.0,52,4,0,0,52,1,29000,5,1,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Lajang,63810000.0,45,8,0,0,56,1,1371000,23,1,0.0,51-60,60M-70M,1M-1.5M,20-30
S3,Lajang,38578000.0,2,8,0,1,50,2,73000,9,0,0.125,41-50,30M-40M,0-0.5M,0-10
S2,Lajang,46098000.0,86,8,0,0,47,2,120000,11,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Lajang,22585000.0,23,9,0,1,52,0,81000,5,1,0.1111111111111111,51-60,20M-30M,0-0.5M,0-10
S1,Lajang,30279000.0,13,8,0,0,33,1,37000,5,0,0.0,31-40,30M-40M,0-0.5M,0-10
S3,Bertunangan,66426000.0,14,6,0,0,61,1,1377000,20,0,0.0,61-70,60M-70M,1M-1.5M,10-20
S1,Lajang,30822000.0,92,7,0,0,53,1,51000,5,0,0.0,51-60,30M-40M,0-0.5M,0-10
S3,Menikah,33581000.0,38,8,0,0,53,2,17000,4,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,19986000.0,74,7,0,0,37,1,22000,4,0,0.0,31-40,10M-20M,0-0.5M,0-10
S1,Janda,27421000.0,14,7,0,0,68,0,324000,14,0,0.0,61-70,20M-30M,0-0.5M,10-20
S2,Lajang,36143000.0,33,3,0,0,41,1,19000,4,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,10245000.0,32,5,0,0,51,1,41000,8,0,0.0,51-60,10M-20M,0-0.5M,0-10
S2,Bertunangan,43795000.0,11,7,0,1,54,1,492000,17,1,0.14285714285714285,51-60,40M-50M,0-0.5M,10-20
S1,Bertunangan,63381000.0,78,2,0,0,62,1,1005000,26,0,0.0,61-70,60M-70M,1M-1.5M,20-30
S1,Bertunangan,38823000.0,56,6,0,0,73,1,114000,7,0,0.0,71-80,30M-40M,0-0.5M,0-10
S3,Cerai,83664000.0,57,5,0,0,54,2,1173000,19,0,0.0,51-60,80M-90M,1M-1.5M,10-20
S1,Bertunangan,90300000.0,7,1,0,0,43,0,1738000,19,1,0.0,41-50,90M-100M,1.5M-2M,10-20
S2,Bertunangan,62499000.0,0,4,0,0,43,1,222000,12,0,0.0,41-50,60M-70M,0-0.5M,10-20
S1,Lajang,74293000.0,66,2,0,0,29,0,1127000,16,0,0.0,20-30,70M-80M,1M-1.5M,10-20
S3,Menikah,51012000.0,86,6,0,0,76,0,209000,10,0,0.0,71-80,50M-60M,0-0.5M,0-10
S2,Menikah,70777000.0,80,3,0,0,54,1,787000,23,0,0.0,51-60,70M-80M,0.5M-1M,20-30
S3,Bertunangan,68682000.0,56,2,0,0,31,0,1598000,24,0,0.0,31-40,60M-70M,1.5M-2M,20-30
S1,Menikah,43824000.0,18,8,0,0,51,2,186000,12,0,0.0,51-60,40M-50M,0-0.5M,10-20
S1,Bertunangan,15345000.0,51,8,0,1,38,1,47000,6,0,0.125,31-40,10M-20M,0-0.5M,0-10
S1,Lajang,23442000.0,71,7,0,0,35,1,27000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
D3,Bertunangan,14515000.0,71,7,0,1,42,1,96000,11,0,0.14285714285714285,41-50,10M-20M,0-0.5M,10-20
D3,Cerai,31395000.0,80,6,0,0,66,2,64000,10,0,0.0,61-70,30M-40M,0-0.5M,0-10
S1,Bertunangan,75276000.0,2,5,0,0,57,0,1040000,23,0,0.0,51-60,70M-80M,1M-1.5M,20-30
S1,Lajang,42373000.0,83,5,0,0,48,2,163000,13,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Bertunangan,30507000.0,29,7,0,0,62,0,343000,11,0,0.0,61-70,30M-40M,0-0.5M,10-20
S3,Lajang,55521000.0,11,7,0,1,67,3,446000,24,1,0.14285714285714285,61-70,50M-60M,0-0.5M,20-30
S1,Menikah,48006000.0,55,6,0,0,57,2,41000,5,0,0.0,51-60,40M-50M,0-0.5M,0-10
S3,Lajang,27213000.0,19,8,0,1,50,1,70000,9,0,0.125,41-50,20M-30M,0-0.5M,0-10
S3,Cerai,65808000.0,1,6,0,0,51,2,272000,14,0,0.0,51-60,60M-70M,0-0.5M,10-20
S3,Bertunangan,30351000.0,19,9,0,0,48,1,46000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Menikah,50437000.0,28,7,0,0,59,2,490000,19,0,0.0,51-60,50M-60M,0-0.5M,10-20
D3,Lajang,23616000.0,76,8,0,1,40,1,79000,8,0,0.125,31-40,20M-30M,0-0.5M,0-10
S1,Menikah,53858000.0,50,4,0,0,46,1,915000,17,0,0.0,41-50,50M-60M,0.5M-1M,10-20
S3,Menikah,66465000.0,1,6,0,0,67,1,1485000,35,1,0.0,61-70,60M-70M,1M-1.5M,30-40
S1,Lajang,46923000.0,90,7,0,0,35,1,369000,16,0,0.0,31-40,40M-50M,0-0.5M,10-20
S1,Bertunangan,75072000.0,83,3,0,0,60,1,1073000,19,0,0.0,51-60,70M-80M,1M-1.5M,10-20
S3,Menikah,75865000.0,73,1,0,0,79,0,1242000,19,0,0.0,71-80,70M-80M,1M-1.5M,10-20
D3,Bertunangan,19789000.0,24,5,0,0,47,1,78000,9,1,0.0,41-50,10M-20M,0-0.5M,0-10
S1,Bertunangan,80134000.0,11,5,0,0,28,0,1378000,21,4,0.0,20-30,80M-90M,1M-1.5M,20-30
S1,Lajang,91065000.0,33,3,0,1,41,0,1474000,26,2,0.3333333333333333,41-50,90M-100M,1M-1.5M,20-30
S2,Menikah,49505000.0,4,8,0,0,51,2,751000,29,0,0.0,51-60,40M-50M,0.5M-1M,20-30
S3,Menikah,37401000.0,14,7,0,0,49,1,48000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S2,Bertunangan,18492000.0,75,8,0,0,40,1,10000,4,0,0.0,31-40,10M-20M,0-0.5M,0-10
S2,Menikah,82584000.0,26,1,0,1,48,0,1435000,16,2,1.0,41-50,80M-90M,1M-1.5M,10-20
S1,Menikah,48686000.0,8,8,0,0,69,3,20000,4,0,0.0,61-70,40M-50M,0-0.5M,0-10
S1,Menikah,92910000.0,42,1,0,0,36,0,1795000,27,3,0.0,31-40,90M-100M,1.5M-2M,20-30
S1,Menikah,75433000.0,28,6,0,0,33,1,1188000,19,2,0.0,31-40,70M-80M,1M-1.5M,10-20
D3,Bertunangan,10404000.0,52,5,0,0,33,1,43000,7,0,0.0,31-40,10M-20M,0-0.5M,0-10
S1,Menikah,61314000.0,1,3,0,0,54,1,1008000,24,0,0.0,51-60,60M-70M,1M-1.5M,20-30
S3,Lajang,84865000.0,1,4,0,1,61,0,1688000,16,4,0.25,61-70,80M-90M,1.5M-2M,10-20
S1,Menikah,42387000.0,42,8,0,0,33,1,684000,21,0,0.0,31-40,40M-50M,0.5M-1M,20-30
D3,Bertunangan,67309000.0,76,7,0,0,55,2,1082000,39,0,0.0,51-60,60M-70M,1M-1.5M,30-40
S1,Menikah,75236000.0,27,4,0,0,58,1,1068000,25,0,0.0,51-60,70M-80M,1M-1.5M,20-30
S1,Lajang,30015000.0,28,5,0,0,52,1,57000,7,0,0.0,51-60,30M-40M,0-0.5M,0-10
S2,Bertunangan,50943000.0,49,5,0,0,66,1,46000,5,0,0.0,61-70,50M-60M,0-0.5M,0-10
S1,Cerai,67272000.0,12,5,0,0,56,1,733000,23,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S2,Janda,51529000.0,14,8,0,0,73,1,467000,17,0,0.0,71-80,50M-60M,0-0.5M,10-20
S3,Menikah,32011000.0,89,7,0,0,51,1,122000,10,0,0.0,51-60,30M-40M,0-0.5M,0-10
D3,Menikah,7500000.0,96,8,0,0,36,1,36000,7,0,0.0,31-40,0M-10M,0-0.5M,0-10
S1,Menikah,28691000.0,56,8,0,0,33,1,34000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Menikah,56223000.0,72,4,0,0,74,1,156000,10,0,0.0,71-80,50M-60M,0-0.5M,0-10
S1,Menikah,18100000.0,14,5,0,0,76,0,14000,4,0,0.0,71-80,10M-20M,0-0.5M,0-10
D3,Menikah,20130000.0,99,8,0,0,48,0,34000,5,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Cerai,23295000.0,72,8,0,0,63,0,20000,4,0,0.0,61-70,20M-30M,0-0.5M,0-10
S2,Cerai,42618000.0,92,8,0,0,50,1,192000,11,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Lajang,81246000.0,87,1,0,0,58,0,1379000,17,2,0.0,51-60,80M-90M,1M-1.5M,10-20
S1,Menikah,24027000.0,7,8,0,0,46,1,48000,7,0,0.0,41-50,20M-30M,0-0.5M,0-10
S3,Menikah,55707000.0,91,3,0,0,69,1,428000,16,0,0.0,61-70,50M-60M,0-0.5M,10-20
S1,Lajang,57959000.0,71,3,0,0,67,1,868000,27,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S1,Menikah,56796000.0,24,7,0,0,53,1,1001000,27,0,0.0,51-60,50M-60M,1M-1.5M,20-30
S2,Lajang,36230000.0,17,5,0,0,51,1,59000,7,0,0.0,51-60,30M-40M,0-0.5M,0-10
D3,Menikah,70829000.0,87,3,0,0,42,2,431000,16,0,0.0,41-50,70M-80M,0-0.5M,10-20
S1,Menikah,65991000.0,21,7,0,0,46,1,971000,27,0,0.0,41-50,60M-70M,0.5M-1M,20-30
S1,Menikah,38988000.0,90,8,0,0,50,3,348000,19,0,0.0,41-50,30M-40M,0-0.5M,10-20
D3,Lajang,89572000.0,44,4,0,1,56,0,2059000,24,2,0.25,51-60,80M-90M,2M-2.5M,20-30
S2,Menikah,42207000.0,71,6,0,1,38,1,265000,14,1,0.16666666666666666,31-40,40M-50M,0-0.5M,10-20
S1,Menikah,50300000.0,52,2,0,0,70,1,270000,13,0,0.0,61-70,50M-60M,0-0.5M,10-20
D3,Bertunangan,66664000.0,78,3,0,0,40,0,1289000,19,0,0.0,31-40,60M-70M,1M-1.5M,10-20
S1,Menikah,60597000.0,2,7,0,1,58,1,893000,16,1,0.14285714285714285,51-60,60M-70M,0.5M-1M,10-20
S1,Janda,70165000.0,60,1,0,0,73,0,926000,22,0,0.0,71-80,70M-80M,0.5M-1M,20-30
S3,Janda,50520000.0,25,6,0,0,64,1,135000,9,0,0.0,61-70,50M-60M,0-0.5M,0-10
S1,Menikah,33183000.0,46,7,0,0,47,1,120000,9,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Lajang,66582000.0,83,1,0,0,53,0,1288000,20,0,0.0,51-60,60M-70M,1M-1.5M,10-20
S3,Bertunangan,75261000.0,17,2,0,1,67,0,1743000,17,2,0.5,61-70,70M-80M,1.5M-2M,10-20
S1,Janda,31880000.0,13,8,0,0,52,1,15000,4,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,53790000.0,86,6,0,0,71,2,542000,20,0,0.0,71-80,50M-60M,0.5M-1M,10-20
S3,Bertunangan,49269000.0,92,7,0,0,51,1,890000,25,0,0.0,51-60,40M-50M,0.5M-1M,20-30
S1,Menikah,61456000.0,47,4,0,0,47,1,1388000,33,0,0.0,41-50,60M-70M,1M-1.5M,30-40
S1,Menikah,37406000.0,18,8,0,1,42,1,17000,4,0,0.125,41-50,30M-40M,0-0.5M,0-10
S3,Bertunangan,56937000.0,81,6,0,1,41,1,906000,30,1,0.16666666666666666,41-50,50M-60M,0.5M-1M,20-30
S1,Menikah,38415000.0,91,7,0,0,44,2,44000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,20518000.0,58,5,0,0,34,1,25000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S1,Menikah,62503000.0,40,5,0,0,66,1,973000,26,0,0.0,61-70,60M-70M,0.5M-1M,20-30
S3,Lajang,41644000.0,67,3,0,0,50,2,31000,6,0,0.0,41-50,40M-50M,0-0.5M,0-10
S2,Menikah,55842000.0,19,5,0,0,45,1,518000,17,0,0.0,41-50,50M-60M,0.5M-1M,10-20
